job_id,title,company,location,remote_type,industry,company_size,experience_level,salary_min,salary_max,required_skills,education_required,description,posted_date,applications,days_to_fill
JOB00604,Research Scientist,Civic Pulse Systems,"Dallas, TX",hybrid,government,medium,director,316000,383000,Machine Learning|LaTeX|Statistics|Deep Learning|TensorFlow|Experimentation|Python|PyTorch|Publication Record,phd,"As a director Research Scientist at Civic Pulse Systems, you will leverage Machine Learning, LaTeX, and Statistics to deliver impactful solutions in the government industry. Your work will directly shape our approach to scalable data pipelines across a global user base. Our team is built on ownership and autonomy — you will feel it on day one.",2023-03-01,95,160
JOB08273,UX Designer,Alloy Intelligence Corp,"Charlotte, NC",remote,manufacturing,large,lead,184000,218000,HTML/CSS|User Research|Sketch|Prototyping|Usability Testing|Wireframing|Design Systems,bachelor,"We are seeking a lead UX Designer to join our manufacturing team at Alloy Intelligence Corp. You will work with HTML/CSS, User Research, and Sketch to drive user-facing features. Our team is built on data-driven decision making — you will feel it on day one.",2023-03-01,140,63
JOB04800,DevOps Engineer,TerraBytes Inc,"Columbus, OH",remote,tech,medium,lead,223000,274000,Python|Grafana|Jenkins|Ansible|CI/CD|Azure|Docker|GCP|Terraform,bachelor,"Join TerraBytes Inc as a lead DevOps Engineer and help us build cloud infrastructure using Python, Grafana, and Jenkins. We value fast iteration and experimentation and foster an inclusive environment where everyone can thrive.",2023-03-02,74,84
JOB06762,Software Engineer,Lighthouse Capital,"Boise, ID",hybrid,finance,small,entry,93000,114000,PostgreSQL|Python|TypeScript|Redis,master,"Join Lighthouse Capital as a entry Software Engineer and help us build customer personalization engines using PostgreSQL, Python, and TypeScript. We value technical excellence and foster an inclusive environment where everyone can thrive.",2023-03-02,42,42
JOB03272,DevOps Engineer,Prism Solutions,"Tampa, FL",hybrid,tech,startup,mid,84000,114000,Linux|Grafana|CI/CD|GCP|Azure,master,"As a mid DevOps Engineer at Prism Solutions, you will leverage Linux, Grafana, and CI/CD to deliver impactful solutions in the tech industry. You will own the design and delivery of data-driven insights end to end. We champion customer obsession as a core part of how we operate.",2023-03-02,18,53
JOB10088,Product Manager,MedVault Technologies,"Portland, OR",hybrid,healthcare,small,entry,71000,86000,Roadmapping|Agile|User Research,bachelor,"As a entry Product Manager at MedVault Technologies, you will leverage Roadmapping, Agile, and User Research to deliver impactful solutions in the healthcare industry. This role will focus on delivering high-availability microservices that measurably improves our healthcare outcomes. We champion data-driven decision making as a core part of how we operate.",2023-03-02,43,23
JOB02933,Product Manager,Starstream Analytics,"Albany, NY",remote,media,enterprise,lead,237000,278000,Product Strategy|Figma|Roadmapping|Agile|A/B Testing|JIRA|Data Analysis|Stakeholder Management,master,"As a lead Product Manager at Starstream Analytics, you will leverage Product Strategy, Figma, and Roadmapping to deliver impactful solutions in the media industry. This role will focus on delivering next-generation ML systems that measurably improves our media outcomes. We champion impact at scale as a core part of how we operate.",2023-03-02,244,63
JOB06988,Data Engineer,Vortex Retail Systems,"Oakland, CA",hybrid,retail,medium,lead,207000,274000,SQL|Spark|Terraform|Redshift|Kafka|dbt|AWS|Snowflake|Azure,bachelor,"Join Vortex Retail Systems as a lead Data Engineer and help us build data-driven insights using SQL, Spark, and Terraform. We value psychological safety and foster an inclusive environment where everyone can thrive.",2023-03-02,83,47
JOB10492,Data Scientist,Apex Edtech,"Phoenix, AZ",onsite,education,enterprise,senior,208000,253000,Python|scikit-learn|Tableau|NLP|Statistics|A/B Testing,bachelor,"Apex Edtech is looking for a passionate Data Scientist with expertise in Python, scikit-learn, and Tableau. The ideal candidate will have senior-level experience in the education space. Your work will directly shape our approach to scalable data pipelines across a global user base.",2023-03-02,198,87
JOB01496,UX Designer,Ember Commerce,"Memphis, TN",hybrid,retail,large,mid,123000,164000,HTML/CSS|Sketch|Prototyping|Figma,bachelor,"We are seeking a mid UX Designer to join our retail team at Ember Commerce. You will work with HTML/CSS, Sketch, and Prototyping to drive intelligent automation workflows. We champion fast iteration and experimentation as a core part of how we operate.",2023-03-03,121,46
JOB09385,Data Analyst,Meridian Cloud,"Nashville, TN",onsite,tech,small,lead,166000,211000,Excel|dbt|Python|Google Analytics|Tableau|Looker|Statistics|SQL|A/B Testing,master,"Join Meridian Cloud as a lead Data Analyst and help us build next-generation ML systems using Excel, dbt, and Python. We value psychological safety and foster an inclusive environment where everyone can thrive.",2023-03-03,50,62
JOB04950,Data Engineer,GovEdge Solutions,"Austin, TX",onsite,government,large,senior,146000,190000,SQL|Airflow|Redshift|Terraform|dbt|Spark,bachelor,"We are seeking a senior Data Engineer to join our government team at GovEdge Solutions. You will work with SQL, Airflow, and Redshift to drive data-driven insights. Our team is built on data-driven decision making — you will feel it on day one.",2023-03-03,140,52
JOB09894,Product Manager,Vortex Retail Systems,"Austin, TX",onsite,retail,small,lead,133000,176000,User Research|Roadmapping|Figma|Product Strategy|Data Analysis|A/B Testing|JIRA|SQL,bachelor,"Join Vortex Retail Systems as a lead Product Manager and help us build cloud infrastructure using User Research, Roadmapping, and Figma. We value diversity and inclusion and foster an inclusive environment where everyone can thrive.",2023-03-03,52,71
JOB02953,Product Manager,Codex Innovations,"New Orleans, LA",hybrid,tech,medium,lead,209000,245000,Stakeholder Management|SQL|Agile|Product Strategy|User Research|Data Analysis|Figma,bachelor,"Codex Innovations is looking for a passionate Product Manager with expertise in Stakeholder Management, SQL, and Agile. The ideal candidate will have lead-level experience in the tech space. You will own the design and delivery of product analytics infrastructure end to end.",2023-03-03,89,59
JOB14053,UX Designer,PublicData Systems,"Nashville, TN",onsite,government,enterprise,entry,65000,78000,User Research|Figma|Design Systems,bachelor,"As a entry UX Designer at PublicData Systems, you will leverage User Research, Figma, and Design Systems to deliver impactful solutions in the government industry. This role will focus on delivering high-availability microservices that measurably improves our government outcomes. We deeply believe in continuous learning at every level of the organization.",2023-03-03,231,45
JOB00154,Product Manager,LearnEdge Systems,"Miami, FL",remote,education,medium,entry,60000,77000,Product Strategy|A/B Testing|SQL|User Research,bachelor,"Join LearnEdge Systems as a entry Product Manager and help us build real-time recommendation systems using Product Strategy, A/B Testing, and SQL. We value impact at scale and foster an inclusive environment where everyone can thrive.",2023-03-03,69,19
JOB12938,Data Analyst,Zenith Asset Advisors,"Louisville, KY",remote,finance,small,entry,65000,85000,Power BI|Excel|SQL,bachelor,"Join Zenith Asset Advisors as a entry Data Analyst and help us build customer personalization engines using Power BI, Excel, and SQL. We value impact at scale and foster an inclusive environment where everyone can thrive.",2023-03-03,48,21
JOB07205,UX Designer,Vertex Learning Labs,"Houston, TX",remote,education,large,entry,71000,87000,Design Systems|User Research|Figma,bachelor,"We are seeking a entry UX Designer to join our education team at Vertex Learning Labs. You will work with Design Systems, User Research, and Figma to drive fraud detection systems. We deeply believe in continuous learning at every level of the organization.",2023-03-03,134,24
JOB11901,Data Engineer,Nimbus Commerce AI,"Oakland, CA",hybrid,retail,medium,mid,112000,147000,PostgreSQL|Redshift|Spark|AWS,bachelor,"Join Nimbus Commerce AI as a mid Data Engineer and help us build fraud detection systems using PostgreSQL, Redshift, and Spark. We value psychological safety and foster an inclusive environment where everyone can thrive.",2023-03-03,83,36
JOB05632,UX Designer,DataCure Corp,"San Antonio, TX",onsite,healthcare,small,entry,85000,102000,Design Systems|Figma,bachelor,"As a entry UX Designer at DataCure Corp, you will leverage Design Systems and Figma to deliver impactful solutions in the healthcare industry. Your work will directly shape our approach to intelligent automation workflows across a global user base. We champion technical excellence as a core part of how we operate.",2023-03-03,53,15
JOB00363,Research Scientist,AcademIQ Analytics,"Sacramento, CA",remote,education,enterprise,senior,174000,212000,Experimentation|TensorFlow|Python|PyTorch|Machine Learning|LaTeX|Publication Record|Deep Learning,bachelor,"Join AcademIQ Analytics as a senior Research Scientist and help us build customer personalization engines using Experimentation, TensorFlow, and Python. We value ownership and autonomy and foster an inclusive environment where everyone can thrive.",2023-03-03,222,75
JOB02382,Backend Engineer,WaveForm Analytics,"Indianapolis, IN",hybrid,media,enterprise,mid,107000,130000,Kubernetes|SQL|REST APIs|Docker|Python|Redis,bachelor,"Join WaveForm Analytics as a mid Backend Engineer and help us build high-availability microservices using Kubernetes, SQL, and REST APIs. We value diversity and inclusion and foster an inclusive environment where everyone can thrive.",2023-03-03,237,40
JOB03948,Backend Engineer,Apex Civic AI,"Omaha, NE",hybrid,government,medium,mid,95000,114000,Java|Kubernetes|gRPC|Redis|PostgreSQL|Go,bachelor,"Apex Civic AI is looking for a passionate Backend Engineer with expertise in Java, Kubernetes, and gRPC. The ideal candidate will have mid-level experience in the government space. You will own the design and delivery of scalable data pipelines end to end.",2023-03-04,89,60
JOB06998,Product Manager,Harbor Capital,"Philadelphia, PA",hybrid,finance,medium,entry,82000,104000,Figma|Data Analysis|A/B Testing|Product Strategy,bachelor,"As a entry Product Manager at Harbor Capital, you will leverage Figma, Data Analysis, and A/B Testing to deliver impactful solutions in the finance industry. This role will focus on delivering real-time recommendation systems that measurably improves our finance outcomes. Our team is built on diversity and inclusion — you will feel it on day one.",2023-03-04,72,44
JOB09493,Product Manager,Spectrum Content Corp,"Des Moines, IA",onsite,media,medium,senior,146000,191000,Product Strategy|Data Analysis|Figma|Roadmapping|Stakeholder Management|SQL,bachelor,"We are seeking a senior Product Manager to join our media team at Spectrum Content Corp. You will work with Product Strategy, Data Analysis, and Figma to drive next-generation ML systems. We champion customer obsession as a core part of how we operate.",2023-03-04,99,79
JOB02599,Data Engineer,Nimbus Commerce AI,"San Diego, CA",onsite,retail,medium,director,191000,249000,Terraform|Redshift|Kafka|Spark|BigQuery|Airflow|AWS|SQL|PostgreSQL,master,"Nimbus Commerce AI is looking for a passionate Data Engineer with expertise in Terraform, Redshift, and Kafka. The ideal candidate will have director-level experience in the retail space. You will own the design and delivery of cloud infrastructure end to end.",2023-03-04,92,123
JOB05076,Data Engineer,Akademia AI,"Sacramento, CA",hybrid,education,small,mid,100000,124000,Redshift|Spark|SQL|AWS|Airflow|Snowflake,master,"Akademia AI is looking for a passionate Data Engineer with expertise in Redshift, Spark, and SQL. The ideal candidate will have mid-level experience in the education space. You will own the design and delivery of data-driven insights end to end.",2023-03-04,43,47
JOB02594,Data Engineer,WaveForm Analytics,"Cleveland, OH",remote,media,enterprise,director,220000,255000,Python|dbt|BigQuery|PostgreSQL|Azure|AWS|Terraform|Spark,master,"WaveForm Analytics is looking for a passionate Data Engineer with expertise in Python, dbt, and BigQuery. The ideal candidate will have director-level experience in the media space. You will own the design and delivery of fraud detection systems end to end.",2023-03-04,219,107
JOB02667,Backend Engineer,Starstream Analytics,"Cleveland, OH",hybrid,media,medium,mid,84000,111000,Kubernetes|gRPC|Java|SQL|Docker,master,"We are seeking a mid Backend Engineer to join our media team at Starstream Analytics. You will work with Kubernetes, gRPC, and Java to drive fraud detection systems. We champion ownership and autonomy as a core part of how we operate.",2023-03-04,84,25
JOB00455,UX Designer,Asclepius Analytics,"Providence, RI",onsite,healthcare,enterprise,mid,164000,195000,Prototyping|Design Systems|HTML/CSS|Sketch,none,"We are seeking a mid UX Designer to join our healthcare team at Asclepius Analytics. You will work with Prototyping, Design Systems, and HTML/CSS to drive customer personalization engines. We champion data-driven decision making as a core part of how we operate.",2023-03-04,207,37
JOB10462,Data Scientist,Beacon Digital Corp,"Sacramento, CA",remote,media,small,senior,182000,234000,TensorFlow|Spark|Statistics|Machine Learning|Tableau|Jupyter|NLP,master,"Beacon Digital Corp is looking for a passionate Data Scientist with expertise in TensorFlow, Spark, and Statistics. The ideal candidate will have senior-level experience in the media space. This role will focus on delivering user-facing features that measurably improves our media outcomes.",2023-03-04,42,74
JOB06045,Product Manager,Orion Dev Studios,"New York, NY",hybrid,tech,large,director,267000,331000,A/B Testing|Data Analysis|User Research|SQL|Stakeholder Management|Agile|Figma|Product Strategy,master,"As a director Product Manager at Orion Dev Studios, you will leverage A/B Testing, Data Analysis, and User Research to deliver impactful solutions in the tech industry. This role will focus on delivering customer personalization engines that measurably improves our tech outcomes. We deeply believe in customer obsession at every level of the organization.",2023-03-04,148,96
JOB08277,Data Analyst,Apex Civic AI,"Raleigh, NC",onsite,government,large,entry,83000,97000,SQL|dbt|Google Analytics|Looker,bachelor,"As a entry Data Analyst at Apex Civic AI, you will leverage SQL, dbt, and Google Analytics to deliver impactful solutions in the government industry. This role will focus on delivering real-time recommendation systems that measurably improves our government outcomes. We champion ownership and autonomy as a core part of how we operate.",2023-03-04,135,18
JOB13059,Data Scientist,Nexus Fabrication Tech,"Dallas, TX",hybrid,manufacturing,small,senior,123000,144000,Deep Learning|Spark|SQL|A/B Testing|scikit-learn|R|Statistics|Machine Learning,phd,"Nexus Fabrication Tech is looking for a passionate Data Scientist with expertise in Deep Learning, Spark, and SQL. The ideal candidate will have senior-level experience in the manufacturing space. Your work will directly shape our approach to fraud detection systems across a global user base.",2023-03-04,54,57
JOB09458,Data Analyst,EduBridge Technologies,"Indianapolis, IN",hybrid,education,large,entry,71000,95000,Tableau|Google Analytics|Power BI|Looker,master,"Join EduBridge Technologies as a entry Data Analyst and help us build scalable data pipelines using Tableau, Google Analytics, and Power BI. We value psychological safety and foster an inclusive environment where everyone can thrive.",2023-03-04,140,27
JOB05539,Backend Engineer,Vanguard Analytics,"Portland, OR",hybrid,finance,startup,senior,120000,156000,Java|Kafka|Kubernetes|PostgreSQL|gRPC|SQL|Go,master,"Join Vanguard Analytics as a senior Backend Engineer and help us build next-generation ML systems using Java, Kafka, and Kubernetes. We value psychological safety and foster an inclusive environment where everyone can thrive.",2023-03-04,39,64
JOB06841,Research Scientist,Radiant Broadcasting AI,"Buffalo, NY",hybrid,media,enterprise,senior,165000,220000,Experimentation|TensorFlow|Machine Learning|PyTorch|LaTeX|Statistics,bachelor,"Join Radiant Broadcasting AI as a senior Research Scientist and help us build fraud detection systems using Experimentation, TensorFlow, and Machine Learning. We value data-driven decision making and foster an inclusive environment where everyone can thrive.",2023-03-04,220,81
JOB06410,Research Scientist,Cloudify Labs,"Albany, NY",remote,tech,enterprise,mid,213000,272000,Experimentation|LaTeX|Python|TensorFlow|Statistics,phd,"Join Cloudify Labs as a mid Research Scientist and help us build scalable data pipelines using Experimentation, LaTeX, and Python. We value continuous learning and foster an inclusive environment where everyone can thrive.",2023-03-04,234,22
JOB08012,Data Scientist,MedBridge Analytics,"San Jose, CA",hybrid,healthcare,large,senior,229000,309000,Deep Learning|Python|SQL|Spark|Statistics|TensorFlow|Jupyter|NLP,master,"We are seeking a senior Data Scientist to join our healthcare team at MedBridge Analytics. You will work with Deep Learning, Python, and SQL to drive user-facing features. We champion continuous learning as a core part of how we operate.",2023-03-04,132,40
JOB08869,UX Designer,Insight Policy Tech,"Richmond, VA",remote,government,medium,entry,84000,112000,Figma|HTML/CSS|Adobe XD|Sketch,phd,"We are seeking a entry UX Designer to join our government team at Insight Policy Tech. You will work with Figma, HTML/CSS, and Adobe XD to drive user-facing features. We deeply believe in fast iteration and experimentation at every level of the organization.",2023-03-04,79,37
JOB12873,UX Designer,Circadian Manufacturing AI,"Kansas City, MO",hybrid,manufacturing,medium,lead,163000,209000,Usability Testing|Sketch|User Research|Figma|Wireframing|Adobe XD|Design Systems|Prototyping,bachelor,"We are seeking a lead UX Designer to join our manufacturing team at Circadian Manufacturing AI. You will work with Usability Testing, Sketch, and User Research to drive next-generation ML systems. We deeply believe in continuous learning at every level of the organization.",2023-03-05,106,67
JOB05274,DevOps Engineer,Trilliant Consumer Insights,"Indianapolis, IN",hybrid,retail,large,senior,134000,163000,Python|Terraform|CI/CD|GCP|Grafana|Ansible|Docker,master,"We are seeking a senior DevOps Engineer to join our retail team at Trilliant Consumer Insights. You will work with Python, Terraform, and CI/CD to drive fraud detection systems. Our team is built on diversity and inclusion — you will feel it on day one.",2023-03-05,126,66
JOB13153,Product Manager,Aurora Health Data,"Philadelphia, PA",onsite,healthcare,startup,lead,174000,201000,JIRA|A/B Testing|SQL|Product Strategy|Agile|Data Analysis|User Research,bachelor,"As a lead Product Manager at Aurora Health Data, you will leverage JIRA, A/B Testing, and SQL to deliver impactful solutions in the healthcare industry. This role will focus on delivering customer personalization engines that measurably improves our healthcare outcomes. Our team is built on technical excellence — you will feel it on day one.",2023-03-05,24,45
JOB05939,Software Engineer,ZenHealth Solutions,"New York, NY",hybrid,healthcare,small,lead,182000,219000,C++|Rust|SQL|AWS|TypeScript|Go|Git|Redis|Docker,master,"Join ZenHealth Solutions as a lead Software Engineer and help us build data-driven insights using C++, Rust, and SQL. We value ownership and autonomy and foster an inclusive environment where everyone can thrive.",2023-03-05,33,83
JOB09740,Data Engineer,CareEdge Systems,"Oakland, CA",onsite,healthcare,medium,lead,191000,229000,BigQuery|dbt|Airflow|Snowflake|PostgreSQL|Python|Redshift,none,"CareEdge Systems is looking for a passionate Data Engineer with expertise in BigQuery, dbt, and Airflow. The ideal candidate will have lead-level experience in the healthcare space. Your work will directly shape our approach to enterprise data platforms across a global user base.",2023-03-05,83,111
JOB00835,Data Analyst,Helix Platforms,"Madison, WI",remote,tech,large,senior,213000,282000,Statistics|SQL|Google Analytics|dbt|Python|Tableau,bachelor,"As a senior Data Analyst at Helix Platforms, you will leverage Statistics, SQL, and Google Analytics to deliver impactful solutions in the tech industry. You will own the design and delivery of scalable data pipelines end to end. Our team is built on technical excellence — you will feel it on day one.",2023-03-05,137,60
JOB06118,UX Designer,Horizon Fintech,"Madison, WI",onsite,finance,small,mid,95000,120000,Prototyping|Wireframing|HTML/CSS|Adobe XD|Figma,master,"We are seeking a mid UX Designer to join our finance team at Horizon Fintech. You will work with Prototyping, Wireframing, and HTML/CSS to drive high-availability microservices. We champion ownership and autonomy as a core part of how we operate.",2023-03-05,45,33
JOB09222,Product Manager,Cobalt Banking Tech,"Indianapolis, IN",onsite,finance,large,mid,140000,176000,A/B Testing|User Research|SQL|Roadmapping,bachelor,"As a mid Product Manager at Cobalt Banking Tech, you will leverage A/B Testing, User Research, and SQL to deliver impactful solutions in the finance industry. You will own the design and delivery of intelligent automation workflows end to end. We champion ownership and autonomy as a core part of how we operate.",2023-03-05,127,51
JOB11484,Research Scientist,Civic Pulse Systems,"Pittsburgh, PA",hybrid,government,small,senior,173000,220000,PyTorch|Deep Learning|Publication Record|LaTeX|Statistics|Python|Experimentation|TensorFlow,none,"Civic Pulse Systems is looking for a passionate Research Scientist with expertise in PyTorch, Deep Learning, and Publication Record. The ideal candidate will have senior-level experience in the government space. This role will focus on delivering real-time recommendation systems that measurably improves our government outcomes.",2023-03-05,51,79
JOB02501,Data Scientist,Turing Learning Systems,"Pittsburgh, PA",hybrid,education,enterprise,director,354000,412000,Tableau|A/B Testing|Statistics|SQL|scikit-learn|R|Python|NLP|Spark|Deep Learning,bachelor,"As a director Data Scientist at Turing Learning Systems, you will leverage Tableau, A/B Testing, and Statistics to deliver impactful solutions in the education industry. You will own the design and delivery of user-facing features end to end. We deeply believe in customer obsession at every level of the organization.",2023-03-05,242,167
JOB04507,UX Designer,Polarity Networks,"New Orleans, LA",hybrid,tech,large,mid,106000,132000,Usability Testing|Figma|Design Systems|Sketch|HTML/CSS,bachelor,"As a mid UX Designer at Polarity Networks, you will leverage Usability Testing, Figma, and Design Systems to deliver impactful solutions in the tech industry. This role will focus on delivering data-driven insights that measurably improves our tech outcomes. We champion psychological safety as a core part of how we operate.",2023-03-06,148,27
JOB13714,Software Engineer,Canvas Content Solutions,"Atlanta, GA",remote,media,large,mid,144000,170000,Git|Go|TypeScript|Docker,bachelor,"As a mid Software Engineer at Canvas Content Solutions, you will leverage Git, Go, and TypeScript to deliver impactful solutions in the media industry. Your work will directly shape our approach to user-facing features across a global user base. Our team is built on data-driven decision making — you will feel it on day one.",2023-03-06,148,28
JOB01235,Data Engineer,Medi-Stream Corp,"San Francisco, CA",onsite,healthcare,startup,mid,87000,100000,Terraform|Snowflake|dbt|PostgreSQL,phd,"As a mid Data Engineer at Medi-Stream Corp, you will leverage Terraform, Snowflake, and dbt to deliver impactful solutions in the healthcare industry. Your work will directly shape our approach to product analytics infrastructure across a global user base. Our team is built on psychological safety — you will feel it on day one.",2023-03-06,29,34
JOB00602,Data Analyst,Mosaic Learning Corp,"Minneapolis, MN",onsite,education,large,lead,149000,189000,A/B Testing|Statistics|SQL|Power BI|Excel|dbt|Looker,bachelor,"Mosaic Learning Corp is looking for a passionate Data Analyst with expertise in A/B Testing, Statistics, and SQL. The ideal candidate will have lead-level experience in the education space. You will own the design and delivery of enterprise data platforms end to end.",2023-03-06,146,96
JOB04119,Data Scientist,Cascade Education Tech,"Detroit, MI",remote,education,small,mid,107000,127000,Python|Statistics|NLP|Deep Learning|R,bachelor,"As a mid Data Scientist at Cascade Education Tech, you will leverage Python, Statistics, and NLP to deliver impactful solutions in the education industry. Your work will directly shape our approach to intelligent automation workflows across a global user base. Our team is built on psychological safety — you will feel it on day one.",2023-03-06,42,37
JOB08445,Data Engineer,Beacon Digital Corp,"St. Louis, MO",hybrid,media,medium,mid,100000,132000,SQL|dbt|Snowflake|PostgreSQL|Kafka|Python,phd,"We are seeking a mid Data Engineer to join our media team at Beacon Digital Corp. You will work with SQL, dbt, and Snowflake to drive customer personalization engines. We champion impact at scale as a core part of how we operate.",2023-03-06,81,21
JOB13343,Data Engineer,Apex Clinical AI,"San Diego, CA",onsite,healthcare,large,mid,140000,184000,dbt|AWS|Python|Spark|BigQuery,master,"Join Apex Clinical AI as a mid Data Engineer and help us build scalable data pipelines using dbt, AWS, and Python. We value collaboration and transparency and foster an inclusive environment where everyone can thrive.",2023-03-06,163,41
JOB14380,Data Engineer,Spectrum Consumer Tech,"Richmond, VA",hybrid,retail,medium,mid,88000,113000,AWS|dbt|Python|Spark|PostgreSQL|Snowflake,master,"Spectrum Consumer Tech is looking for a passionate Data Engineer with expertise in AWS, dbt, and Python. The ideal candidate will have mid-level experience in the retail space. Your work will directly shape our approach to high-availability microservices across a global user base.",2023-03-06,82,22
JOB11996,Data Scientist,Trilliant Consumer Insights,"New York, NY",hybrid,retail,large,senior,195000,235000,R|Statistics|SQL|TensorFlow|Machine Learning|Python|NLP|PyTorch,bachelor,"Join Trilliant Consumer Insights as a senior Data Scientist and help us build real-time recommendation systems using R, Statistics, and SQL. We value data-driven decision making and foster an inclusive environment where everyone can thrive.",2023-03-06,140,83
JOB00283,Product Manager,Horizon Public Solutions,"Minneapolis, MN",hybrid,government,large,entry,57000,69000,User Research|JIRA|Data Analysis,bachelor,"Horizon Public Solutions is looking for a passionate Product Manager with expertise in User Research, JIRA, and Data Analysis. The ideal candidate will have entry-level experience in the government space. You will own the design and delivery of fraud detection systems end to end.",2023-03-06,139,35
JOB12351,Backend Engineer,Strata Policy Systems,"St. Louis, MO",hybrid,government,small,entry,72000,93000,Kafka|REST APIs|AWS,master,"Strata Policy Systems is looking for a passionate Backend Engineer with expertise in Kafka, REST APIs, and AWS. The ideal candidate will have entry-level experience in the government space. Your work will directly shape our approach to next-generation ML systems across a global user base.",2023-03-06,51,44
JOB07641,Data Analyst,LifeLine Analytics,"Seattle, WA",remote,healthcare,medium,mid,146000,171000,SQL|dbt|Statistics|Excel,master,"Join LifeLine Analytics as a mid Data Analyst and help us build high-availability microservices using SQL, dbt, and Statistics. We value fast iteration and experimentation and foster an inclusive environment where everyone can thrive.",2023-03-07,78,37
JOB04267,Backend Engineer,Aurora Health Data,"Columbus, OH",hybrid,healthcare,medium,senior,176000,206000,Docker|Go|Redis|PostgreSQL|Kafka|Java|Python|AWS,bachelor,"As a senior Backend Engineer at Aurora Health Data, you will leverage Docker, Go, and Redis to deliver impactful solutions in the healthcare industry. Your work will directly shape our approach to scalable data pipelines across a global user base. We deeply believe in customer obsession at every level of the organization.",2023-03-07,68,34
JOB14855,Software Engineer,GearShift Analytics,"Boise, ID",hybrid,manufacturing,large,senior,184000,225000,TypeScript|AWS|SQL|Python|Rust|PostgreSQL,master,"We are seeking a senior Software Engineer to join our manufacturing team at GearShift Analytics. You will work with TypeScript, AWS, and SQL to drive scalable data pipelines. We deeply believe in continuous learning at every level of the organization.",2023-03-07,143,60
JOB00530,UX Designer,Helix Health Systems,"San Antonio, TX",hybrid,healthcare,enterprise,director,325000,378000,Prototyping|User Research|Design Systems|Wireframing|HTML/CSS|Figma,bachelor,"As a director UX Designer at Helix Health Systems, you will leverage Prototyping, User Research, and Design Systems to deliver impactful solutions in the healthcare industry. You will own the design and delivery of intelligent automation workflows end to end. We deeply believe in customer obsession at every level of the organization.",2023-03-07,236,179
JOB05278,Data Engineer,GovEdge Solutions,"Phoenix, AZ",onsite,government,startup,mid,77000,93000,AWS|PostgreSQL|dbt|Spark,bachelor,"As a mid Data Engineer at GovEdge Solutions, you will leverage AWS, PostgreSQL, and dbt to deliver impactful solutions in the government industry. This role will focus on delivering high-availability microservices that measurably improves our government outcomes. We champion data-driven decision making as a core part of how we operate.",2023-03-07,15,42
JOB07048,Data Analyst,Frame Media Tech,"Denver, CO",hybrid,media,large,entry,88000,115000,Tableau|SQL|Power BI|dbt,bachelor,"We are seeking a entry Data Analyst to join our media team at Frame Media Tech. You will work with Tableau, SQL, and Power BI to drive cloud infrastructure. Our team is built on fast iteration and experimentation — you will feel it on day one.",2023-03-07,132,32
JOB14917,Software Engineer,Atlas Civic Data,"Seattle, WA",onsite,government,small,mid,97000,113000,C++|AWS|Go|Git|PostgreSQL|TypeScript,bachelor,"As a mid Software Engineer at Atlas Civic Data, you will leverage C++, AWS, and Go to deliver impactful solutions in the government industry. You will own the design and delivery of next-generation ML systems end to end. Our team is built on continuous learning — you will feel it on day one.",2023-03-07,49,41
JOB03076,Software Engineer,Federal Analytics Corp,"Portland, OR",hybrid,government,medium,lead,188000,228000,Redis|PostgreSQL|Kubernetes|Python|TypeScript|Go|Rust|Docker|Git,master,"Join Federal Analytics Corp as a lead Software Engineer and help us build next-generation ML systems using Redis, PostgreSQL, and Kubernetes. We value impact at scale and foster an inclusive environment where everyone can thrive.",2023-03-07,71,96
JOB04365,Research Scientist,Keystone Public Analytics,"Nashville, TN",onsite,government,enterprise,director,239000,287000,Statistics|Deep Learning|Python|PyTorch|TensorFlow|Experimentation,phd,"Join Keystone Public Analytics as a director Research Scientist and help us build fraud detection systems using Statistics, Deep Learning, and Python. We value customer obsession and foster an inclusive environment where everyone can thrive.",2023-03-07,223,157
JOB13758,Backend Engineer,Prism Solutions,"Los Angeles, CA",hybrid,tech,large,senior,150000,199000,Docker|Go|Redis|AWS|PostgreSQL|Kubernetes,master,"Join Prism Solutions as a senior Backend Engineer and help us build product analytics infrastructure using Docker, Go, and Redis. We value diversity and inclusion and foster an inclusive environment where everyone can thrive.",2023-03-07,142,66
JOB01810,ML Engineer,DataGov Systems,"Buffalo, NY",hybrid,government,enterprise,mid,159000,213000,Airflow|MLflow|Feature Stores|Python|Databricks|Docker,bachelor,"DataGov Systems is looking for a passionate ML Engineer with expertise in Airflow, MLflow, and Feature Stores. The ideal candidate will have mid-level experience in the government space. This role will focus on delivering data-driven insights that measurably improves our government outcomes.",2023-03-07,194,46
JOB03731,Research Scientist,MedBridge Analytics,"Cincinnati, OH",hybrid,healthcare,startup,senior,171000,211000,Python|Statistics|TensorFlow|Experimentation|Deep Learning|PyTorch|LaTeX,bachelor,"Join MedBridge Analytics as a senior Research Scientist and help us build scalable data pipelines using Python, Statistics, and TensorFlow. We value customer obsession and foster an inclusive environment where everyone can thrive.",2023-03-07,19,51
JOB01416,DevOps Engineer,Vertex Manufacturing Analytics,"San Antonio, TX",onsite,manufacturing,medium,director,176000,230000,Ansible|CI/CD|Grafana|GCP|AWS|Jenkins,bachelor,"We are seeking a director DevOps Engineer to join our manufacturing team at Vertex Manufacturing Analytics. You will work with Ansible, CI/CD, and Grafana to drive next-generation ML systems. We champion fast iteration and experimentation as a core part of how we operate.",2023-03-07,67,116
