"id","question","answer","category","difficulty","topic_tags","answer_length"
"17b12e11f9","How would you implement a custom PyTorch Dataset with efficient data loading?","class CustomDataset(torch.utils.data.Dataset): def __init__(self, data_path): self.data = pd.read_parquet(data_path); def __len__(self): return len(self.data); def __getitem__(self, idx): row = self.data.iloc[idx]; return self.transform(row). For efficiency: (1) use memory-mapped files (np.memmap) or HDF5 for large data, (2) pre-compute features, (3) use num_workers > 0 in DataLoader (multiprocessing), (4) pin_memory=True for GPU transfer, (5) prefetch_factor for overlap, (6) persistent_workers to avoid re-init. For images: read file paths in __init__, load images lazily in __getitem__.","Python","hard","PyTorch|data loading|performance","69"
"042fcb927e","What is a decision tree and how does it work?","A decision tree recursively splits the feature space using binary decisions to minimize impurity (Gini index or entropy for classification, MSE for regression). Advantages: interpretable, handles non-linear relationships, no feature scaling needed. Disadvantages: prone to overfitting, high variance, greedy splitting. Pruning, ensemble methods (Random Forest, Gradient Boosting) address these limitations.","ML Theory","easy","tree models|classification|regression","50"
"3f6a018912","What is the Law of Large Numbers?","The Law of Large Numbers states that as the sample size increases, the sample mean converges to the population mean. The Weak LLN guarantees convergence in probability; the Strong LLN guarantees almost sure convergence. This underpins the frequentist interpretation of probability and justifies using sample statistics to estimate population parameters.","Statistics","medium","probability|convergence","50"
"f5704e51d1","What is the Kolmogorov-Smirnov test?","The KS test is a non-parametric test that compares a sample distribution with a reference distribution (one-sample) or two sample distributions (two-sample). The test statistic is the maximum absolute difference between the two CDFs. It tests whether the distributions are the same. Advantages: distribution-free. Limitations: less sensitive to differences in the tails and requires continuous distributions.","Statistics","medium","statistical tests|distributions","56"
"3025b6a547","What is a feature store and why would you use one?","A feature store is a centralized repository for storing, managing, and serving ML features. Benefits: (1) feature reuse across teams/models, (2) consistency between training and serving (avoids train-serve skew), (3) point-in-time correctness for historical features, (4) feature versioning and lineage, (5) low-latency online serving. Examples: Feast, Tecton, Hopsworks, AWS Feature Store. Architecture: offline store (batch, historical) + online store (real-time, low-latency).","System Design","easy","feature engineering|MLOps|infrastructure","61"
"27c52134bf","What is a p-value?","A p-value is the probability of observing a test statistic at least as extreme as the one computed from the sample data, assuming the null hypothesis is true. It is NOT the probability that the null hypothesis is true. A small p-value (typically < 0.05) suggests the observed data is unlikely under H0, leading us to reject H0. Common misconceptions include treating p-values as effect sizes or as the probability of making an error.","Statistics","easy","hypothesis testing|inference","74"
"82bcadd34a","Explain the concept of sufficient statistics and the Rao-Blackwell theorem.","A sufficient statistic T(X) captures all information in the data about parameter theta: P(X|T,theta) does not depend on theta (Factorization theorem). The Rao-Blackwell theorem states that conditioning any unbiased estimator on a sufficient statistic yields a new estimator with equal or lower variance. Combined with completeness (Lehmann-Scheffe), this gives the unique minimum variance unbiased estimator (UMVUE).","Statistics","hard","mathematical statistics|estimation|information theory","56"
"d8dda05151","What is the No Free Lunch theorem and its practical implications?","The NFL theorem states that no single learning algorithm is universally best across all problems. Averaged over all possible data distributions, every algorithm performs equally. Practical implications: (1) domain knowledge matters -- choose algorithms suited to your problem structure, (2) always benchmark multiple approaches, (3) there is no 'best' algorithm, only best for a given dataset/task. This motivates ensemble methods and AutoML.","ML Theory","hard","learning theory|model selection","62"
"b3f17a0008","What are window functions in SQL? Give examples.","Window functions perform calculations across a set of rows related to the current row without collapsing them (unlike GROUP BY). Syntax: function() OVER (PARTITION BY col ORDER BY col ROWS/RANGE frame). Examples: ROW_NUMBER(), RANK(), DENSE_RANK(), LAG(), LEAD(), SUM() OVER, running averages, cumulative sums. Use cases: ranking within groups, running totals, comparing to previous/next rows, percentiles. Window functions execute after WHERE, GROUP BY, and HAVING.","SQL","easy","window functions|analytics","64"
"ccbfd21813","What is correlation, and how does it differ from causation?","Correlation measures the linear relationship between two variables, ranging from -1 to +1. Causation means one variable directly affects another. Correlation does not imply causation because a third confounding variable might drive both, or the relationship could be coincidental. Establishing causation typically requires randomized controlled experiments or careful causal inference methods (e.g., instrumental variables, diff-in-diff).","Statistics","easy","correlation|causation","55"
"f0228545e2","What is the YOLO family of object detectors? Compare key versions.","YOLO (You Only Look Once) frames detection as a single regression problem. YOLOv1: single pass, grid-based prediction. YOLOv2/3: multi-scale detection, anchor boxes, Darknet backbone. YOLOv4/5: CSPNet backbone, mosaic augmentation, PANet neck. YOLOv7/8: efficient layer aggregation, anchor-free options, improved training strategies. YOLO prioritizes speed over accuracy compared to two-stage detectors. Widely used in real-time applications: autonomous driving, surveillance, robotics.","Computer Vision","medium","object detection|real-time|architecture","58"
"b938ef7b18","What are decorators in Python? Write a timing decorator.","Decorators are functions that modify other functions' behavior. They take a function as input and return a new function. Example timing decorator: import time; def timer(func): def wrapper(*args, **kwargs): start = time.time(); result = func(*args, **kwargs); print(f'{func.__name__} took {time.time()-start:.4f}s'); return result; return wrapper. Usage: @timer def train(...). Decorators are used for logging, caching (@lru_cache), authentication, retry logic, and registering functions.","Python","medium","decorators|functions|design patterns","60"
"d610262c30","Explain query optimization. What are execution plans and indexes?","Query optimization involves analyzing and restructuring queries for better performance. Execution plan (EXPLAIN): shows the database's strategy for executing a query -- scan types, join methods, estimated costs. Indexes: B-tree (default, good for range queries), hash (equality), bitmap (low cardinality), composite (multi-column). Best practices: index columns used in WHERE/JOIN/ORDER BY, avoid SELECT *, minimize subqueries, use CTEs, avoid functions on indexed columns (prevents index usage).","SQL","medium","optimization|indexing|performance","65"
"c1edc072de","Explain the attention mechanism mathematically and derive its gradient.","Given Q, K, V in R^{n x d}: A = softmax(QK^T/sqrt(d)) V. Let S = QK^T/sqrt(d), P = softmax(S) (row-wise). Forward: A = PV. Backward: dL/dV = P^T dL/dA; dL/dP = dL/dA V^T; dL/dS_ij = P_ij(dL/dP_ij - sum_k P_ik dL/dP_ik) (softmax Jacobian); dL/dQ = dL/dS K/sqrt(d); dL/dK = dL/dS^T Q/sqrt(d). The sqrt(d) scaling prevents softmax saturation. Flash Attention optimizes this with tiling to reduce memory I/O.","Deep Learning","hard","attention|transformers|optimization","66"
"b4e204f135","What is transfer learning and when should you use it?","Transfer learning uses a model pre-trained on a large dataset as a starting point for a new task. Approaches: (1) feature extraction -- freeze pre-trained layers, train a new head, (2) fine-tuning -- unfreeze some/all layers and train with a small learning rate. Use when: you have limited labeled data, your task is related to the pre-training task, or you need faster convergence. Examples: ImageNet-pretrained CNNs, BERT/GPT for NLP, foundation models.","Deep Learning","medium","transfer learning|fine-tuning|practical ML","71"
"a836166c8c","How do you create time-based features for a machine learning model?","Time decomposition: year, month, day, day_of_week, hour, is_weekend, is_holiday, quarter, week_of_year. Cyclical encoding: sin/cos transforms for cyclical features (hour, month). Lag features: value at t-1, t-7, etc. Rolling statistics: rolling mean, std, min, max over windows. Time since events: days since last purchase, time to next event. Trend features: linear trend, exponential smoothing. Interaction: time * category. Domain-specific: business hours, seasonal indicators.","Feature Engineering","medium","time features|temporal data|feature engineering","62"
"2b0abe6f4d","Explain the difference between CNNs and RNNs.","CNNs (Convolutional Neural Networks) use convolutional filters to capture local spatial patterns -- ideal for images, video, and grid-structured data. Key operations: convolution, pooling, stride. RNNs (Recurrent Neural Networks) process sequential data by maintaining a hidden state across time steps -- used for text, time series. RNNs suffer from vanishing gradients; LSTMs and GRUs address this. Transformers have largely replaced RNNs.","Deep Learning","easy","CNN|RNN|architecture","61"
"0e1b664b71","How does NeRF (Neural Radiance Fields) work?","NeRF represents a 3D scene as a continuous function F: (x,y,z,theta,phi) -> (r,g,b,sigma) parameterized by an MLP. Given camera rays, volume rendering integrates color and density along each ray: C(r) = integral T(t) * sigma(r(t)) * c(r(t),d) dt, where T(t) = exp(-integral sigma(r(s))ds). Training: minimize MSE between rendered and observed pixel colors. Positional encoding (Fourier features) enables high-frequency detail. Extensions: instant-NGP (hash encoding), Mip-NeRF, dynamic NeRF.","Computer Vision","hard","3D vision|neural rendering|volumetric rendering","66"
"c270ec81fc","What are word embeddings?","Word embeddings are dense vector representations of words that capture semantic meaning. Words with similar meanings have similar vectors. Methods: Word2Vec (Skip-gram, CBOW), GloVe (global co-occurrence matrix factorization), FastText (subword embeddings). Properties: support arithmetic (king - man + woman is approximately queen). Limitations: static (one vector per word regardless of context). Contextual embeddings (ELMo, BERT) address this by producing different representations based on context.","NLP","easy","embeddings|representation learning","64"
"500e52c80a","What are the common pitfalls in A/B testing?","Pitfalls: (1) Peeking -- checking results before predetermined end date inflates false positive rate. Solution: sequential testing (alpha spending). (2) Multiple comparisons -- testing many metrics increases false positives. Solution: Bonferroni correction, FDR control. (3) Simpson's paradox -- effect reverses when aggregated. Solution: segment analysis. (4) Network effects -- treatment affects control (e.g., social networks). Solution: cluster randomization. (5) Novelty/primacy effects -- initial behavior differs from long-term. (6) Selection bias -- non-random assignment. (7) Metric sensitivity -- wrong metric choice.","A/B Testing","medium","experimentation|statistical errors|methodology","80"
"8cdb6ef648","Explain the mathematics behind deformable convolutions.","Standard convolution samples from a fixed grid R. Deformable convolution (Dai et al., 2017) adds learnable offsets Delta_p to each grid position: y(p0) = sum_{p_n in R} w(p_n) * x(p0 + p_n + Delta_p_n). Offsets are predicted by a separate conv layer. Since p0 + p_n + Delta_p_n is fractional, bilinear interpolation is used for differentiability. v2 adds modulation scalars. This enables adaptive receptive fields for geometric transformations, improving detection of non-rigid/unusual objects.","Computer Vision","hard","convolution|architecture|geometric deep learning","73"
"fe794f4da3","Explain the difference between frequentist and Bayesian A/B testing.","Frequentist: fixed sample size, compute p-value, reject H0 if p < alpha. Reports confidence intervals. Cannot say 'probability that B is better.' Bayesian: uses prior + data to compute posterior distribution of the treatment effect. Can directly compute P(B > A | data). Allows continuous monitoring without peeking problems. Bayesian decisions: expected loss, probability of being best. Frequentist is simpler, well-understood; Bayesian is more flexible, provides richer conclusions but requires prior specification.","A/B Testing","medium","bayesian statistics|hypothesis testing|methodology","72"
"c1ec5bf7b6","Derive the backpropagation algorithm for a two-layer neural network.","Consider input x, hidden h = sigma(W1*x + b1), output y_hat = W2*h + b2, loss L = (1/2)(y-y_hat)^2. Forward pass computes h and y_hat. Backward pass: dL/dy_hat = -(y-y_hat); dL/dW2 = dL/dy_hat * h^T; dL/db2 = dL/dy_hat; dL/dh = W2^T * dL/dy_hat; dL/dW1 = (dL/dh * sigma'(z1)) * x^T; dL/db1 = dL/dh * sigma'(z1). This chain rule application generalizes via computational graphs to arbitrary architectures.","ML Theory","hard","neural networks|optimization|backpropagation","66"
"37a0479e1d","What is the theory behind contrastive learning (e.g., SimCLR, MoCo)?","Contrastive learning learns representations by pulling positive pairs (augmented views of the same sample) together and pushing negative pairs apart in embedding space. SimCLR loss (NT-Xent): -log[exp(sim(z_i,z_j)/tau) / sum_k exp(sim(z_i,z_k)/tau)]. Key ingredients: strong data augmentation, large batch size (or momentum encoder in MoCo for negative samples), projection head, temperature scaling. Theoretical connections to mutual information maximization and spectral methods.","Deep Learning","hard","self-supervised learning|representation learning","59"
"7f4a4a1e6e","What are the key differences between BERT and GPT?","BERT: encoder-only, bidirectional attention, pre-trained with masked language modeling (MLM) and next sentence prediction. Best for understanding tasks (classification, NER, QA). GPT: decoder-only, causal (left-to-right) attention, pre-trained with next-token prediction. Best for generation tasks. BERT sees full context; GPT generates autoregressively. GPT-3/4 show emergent few-shot learning via in-context learning. Modern trend: scaling decoder-only models.","Deep Learning","medium","transformers|language models|NLP","54"
"8f25219835","Explain Python's GIL (Global Interpreter Lock) and its implications for ML.","The GIL is a mutex that allows only one thread to execute Python bytecode at a time in CPython. Implications: CPU-bound multithreading does not achieve true parallelism (use multiprocessing instead). However: (1) NumPy/SciPy release the GIL during C-level operations, (2) I/O-bound tasks benefit from threading, (3) PyTorch/TensorFlow use separate thread pools that bypass the GIL. For ML: data loading uses multiprocessing (DataLoader num_workers), model training uses GPU parallelism. Python 3.12+ introduces per-interpreter GIL; 3.13+ has experimental free-threaded mode.","Python","medium","concurrency|performance|CPython","78"
"f7637fc993","Explain Neural Architecture Search (NAS) approaches.","NAS automates neural network design. Approaches: (1) Reinforcement learning-based: controller generates architectures, reward is validation accuracy (Zoph and Le, 2017). (2) Evolutionary: mutate/crossover architecture genes. (3) Differentiable (DARTS): relax discrete architecture choices to continuous, optimize with gradient descent. (4) One-shot / supernet: train a single large network, sample sub-networks. Trade-offs: compute cost, search space design, proxy tasks. Modern NAS is >1000x cheaper than original approaches.","Deep Learning","hard","architecture search|AutoML|optimization","65"
"ae2af4ef2d","Explain the architecture of ResNet and why it was revolutionary.","ResNet (He et al., 2015) introduced skip/residual connections: H(x) = F(x) + x, where F(x) is the residual function learned by a few stacked layers. This allowed training of very deep networks (50, 101, 152+ layers) by enabling gradient flow through identity shortcuts. Before ResNet, networks beyond ~20 layers suffered from degradation (not vanishing gradients, but optimization difficulty). ResNet won ILSVRC 2015 and remains foundational in modern architectures.","Computer Vision","medium","ResNet|architecture|deep networks","68"
"fabbd80fdb","Explain PCA and its limitations.","PCA finds orthogonal directions (principal components) that maximize variance. It projects data onto these components for dimensionality reduction. Steps: center data, compute covariance matrix, find eigenvectors/eigenvalues, project onto top-k components. Limitations: assumes linearity, sensitive to feature scaling, components may not be interpretable, captures variance not necessarily discriminative information. Alternatives: t-SNE, UMAP for visualization; LDA for classification.","ML Theory","medium","dimensionality reduction|unsupervised learning","56"
"9d7c538b65","How would you approach feature engineering for a recommendation system?","User features: demographics, tenure, activity level, preference history (avg rating, genre distribution), engagement metrics. Item features: metadata (category, price, brand), popularity (views, purchases, ratings), recency, text embeddings (title, description). Interaction features: user-item affinity (past ratings), collaborative signals (users-who-bought-also-bought), time since last interaction. Context: time of day, device, session depth. Advanced: graph features (user-item bipartite graph centrality), sequence features (last N items viewed/purchased), diversity metrics. Feature store manages real-time and batch features.","Feature Engineering","hard","recommendation systems|feature engineering|user modeling","71"
"70afd3df34","What is tokenization in NLP?","Tokenization splits text into smaller units (tokens). Types: word-level (splits on whitespace/punctuation), subword (BPE, WordPiece, SentencePiece -- handle OOV words by breaking rare words into common subunits), character-level (individual characters). Subword tokenization is standard in modern models (BERT uses WordPiece, GPT uses BPE). Tokenization affects vocabulary size, sequence length, and the ability to handle morphologically rich languages.","NLP","easy","text preprocessing|tokenization","57"
"454c6228c5","Explain the BERT pre-training objectives and fine-tuning process.","BERT pre-training: (1) Masked Language Modeling (MLM) -- randomly mask 15% of tokens and predict them using bidirectional context. (2) Next Sentence Prediction (NSP) -- predict if two sentences are consecutive (later found less useful; RoBERTa drops it). Fine-tuning: add a task-specific head (e.g., linear classifier for classification, token classifier for NER), and train all parameters on labeled data with a small learning rate (2e-5 to 5e-5) for a few epochs.","NLP","medium","transformers|pre-training|fine-tuning","71"
"91ffd29ea5","Explain list comprehension vs generator expression.","List comprehension [x**2 for x in range(n)] creates the entire list in memory. Generator expression (x**2 for x in range(n)) produces values lazily (one at a time). Generators are memory-efficient for large sequences since they don't store all values. Use list comprehension when you need random access or the full list; use generators for iteration, large data, or when you only need values once.","Python","easy","generators|memory|performance","64"
"7ef5db146f","Explain the PAC learning framework and VC dimension.","PAC (Probably Approximately Correct) learning formalizes learnability: a concept class is PAC-learnable if an algorithm can, with probability >= 1-delta, produce a hypothesis with error <= epsilon, in polynomial time/samples. VC dimension measures the capacity of a hypothesis class -- the largest set of points it can shatter. VC dimension determines sample complexity: m >= O((d*log(1/epsilon) + log(1/delta))/epsilon) for PAC learning with VC dimension d.","ML Theory","hard","learning theory|generalization|computational complexity","65"
"955cf2ea17","What is gradient boosting? Compare XGBoost, LightGBM, and CatBoost.","Gradient boosting sequentially fits weak learners (trees) to the negative gradient of the loss function. Each tree corrects errors of the ensemble so far. XGBoost: regularized objective, column subsampling, efficient handling of sparse data. LightGBM: leaf-wise growth, histogram-based splitting, faster on large data. CatBoost: ordered boosting, native categorical feature handling, less overfitting. All three dominate tabular data competitions.","ML Theory","medium","ensemble methods|boosting|tree models","58"
"c3cc1e2a80","How do you handle missing values in a dataset?","Strategies: (1) Deletion: drop rows (if few missing) or columns (if >50% missing). (2) Imputation: mean/median (numerical), mode (categorical), KNN imputation, iterative (MICE). (3) Indicator: add a binary 'is_missing' feature. (4) Model-based: use algorithms that handle NaN natively (XGBoost, LightGBM). (5) Domain-specific: forward-fill for time series, 0 for counts. Choice depends on: missing mechanism (MCAR, MAR, MNAR), proportion missing, downstream model. Always analyze why data is missing first.","Feature Engineering","easy","missing data|imputation|data preprocessing","68"
"a47cbfa8be","Explain the Central Limit Theorem.","The Central Limit Theorem states that the sampling distribution of the sample mean approaches a normal distribution as the sample size increases, regardless of the population's distribution, provided the population has a finite variance. This is fundamental because it justifies using normal-based confidence intervals and hypothesis tests even when the underlying data is not normal, as long as n is sufficiently large (commonly n >= 30).","Statistics","easy","probability|distributions","66"
"05cc888a99","What is knowledge distillation?","Knowledge distillation trains a smaller 'student' model to mimic a larger 'teacher' model. The student learns from the teacher's soft predictions (logits/probabilities at a temperature T) in addition to hard labels. The softened outputs carry 'dark knowledge' about class similarities. Loss = alpha * CE(y, student_pred) + (1-alpha) * KL(teacher_soft, student_soft). Benefits: model compression, faster inference, deployment on edge devices. Used in DistilBERT, TinyBERT.","Deep Learning","medium","model compression|deployment|training","64"
"0ad95050b8","What is overfitting and how do you prevent it?","Overfitting occurs when a model learns noise in the training data rather than the underlying pattern, leading to poor generalization. Prevention strategies: (1) more training data, (2) regularization (L1/L2), (3) cross-validation for model selection, (4) early stopping, (5) dropout (neural networks), (6) ensemble methods, (7) feature selection/dimensionality reduction, (8) data augmentation.","ML Theory","easy","regularization|model selection","51"
"fc1be89fc9","What is the difference between Type I and Type II errors?","A Type I error (false positive) occurs when we reject a true null hypothesis. A Type II error (false negative) occurs when we fail to reject a false null hypothesis. The probability of a Type I error is denoted alpha (significance level), and the probability of a Type II error is denoted beta. Power = 1 - beta. There is a trade-off: lowering alpha increases beta and vice versa.","Statistics","easy","hypothesis testing|error analysis","69"
"e51df10750","What is cross-validation and why is it important?","Cross-validation is a resampling technique for evaluating model performance. K-fold CV splits data into K folds, trains on K-1, validates on 1, and rotates. It provides a more reliable estimate of out-of-sample performance than a single train/test split. Variants include stratified K-fold, leave-one-out, and time-series CV. It helps detect overfitting and is used for hyperparameter tuning.","ML Theory","easy","model evaluation|validation","56"
"902994b00e","Explain Python metaclasses and give a practical ML example.","A metaclass is a class of a class -- it controls class creation. type is the default metaclass. Define custom metaclass: class Meta(type): def __new__(cls, name, bases, namespace). Practical ML example: auto-registering model classes in a registry for experiment tracking: class ModelRegistry(type): registry = {}; def __new__(cls, name, bases, ns): klass = super().__new__(cls, name, bases, ns); cls.registry[name] = klass; return klass. class BaseModel(metaclass=ModelRegistry): pass. Now all subclasses auto-register. Used in PyTorch Lightning, Keras, and MLflow for model discovery.","Python","hard","metaclasses|OOP|design patterns","78"
"529849350d","What are *args and **kwargs?","*args collects positional arguments into a tuple: def f(*args) allows f(1,2,3). **kwargs collects keyword arguments into a dictionary: def f(**kwargs) allows f(a=1,b=2). Used for flexible function signatures, decorators, and passing arguments to other functions. Order: positional, *args, keyword, **kwargs. Example: def wrapper(*args, **kwargs): return original_func(*args, **kwargs).","Python","easy","functions|Python basics","46"
"fb562acace","Design a large-scale search ranking system (like Google Search).","Multi-stage architecture: (1) Query understanding: intent classification, query expansion, spell correction. (2) Retrieval: inverted index (BM25), approximate nearest neighbors (HNSW) for semantic search using query/document embeddings. (3) Ranking: L1 (fast, simple features, hundreds of candidates), L2 (complex model -- cross-encoder BERT or LambdaMART, dozens of candidates). (4) Blending: mix organic results, ads, knowledge panels. Features: textual relevance, click-through rate, freshness, authority (PageRank). Training: learning-to-rank with human relevance labels. Serving at scale: sharding, caching, streaming aggregation.","System Design","hard","search|ranking|information retrieval","75"
"844b92ae18","What is feature scaling and when is it important?","Feature scaling normalizes feature ranges. Methods: (1) Standardization (z-score): mean=0, std=1. (2) Min-Max scaling: maps to [0,1]. (3) Robust scaling: uses median and IQR (outlier-resistant). (4) Log transform: reduces right skew. Important for: distance-based models (KNN, SVM, K-means), gradient-based optimization (neural networks, logistic regression). Not needed for: tree-based models (decisions based on thresholds). Always fit scaler on training data only, then transform test data.","Feature Engineering","easy","scaling|normalization|data preprocessing","64"
"1cf9271932","What is the difference between object detection and image segmentation?","Object detection locates and classifies objects with bounding boxes (YOLO, SSD, Faster R-CNN, DETR). Image segmentation assigns a class to each pixel. Semantic segmentation labels every pixel by class (FCN, U-Net, DeepLab). Instance segmentation distinguishes individual objects of the same class (Mask R-CNN). Panoptic segmentation combines both (stuff + things). Detection is faster; segmentation provides finer spatial understanding.","Computer Vision","easy","object detection|segmentation|tasks","58"
"bfceb21f08","Design an ML pipeline for training and deploying models at scale.","Components: (1) Data ingestion: scheduled pipelines (Airflow, Dagster) pulling from data warehouse. (2) Feature engineering: feature store with offline and online stores. (3) Training: distributed training (Horovod, PyTorch DDP), experiment tracking (MLflow, W&B), hyperparameter tuning (Optuna, Ray Tune). (4) Evaluation: automated metrics, bias/fairness checks, data validation. (5) Deployment: CI/CD (GitHub Actions), canary/shadow deployment, model registry. (6) Monitoring: data drift (Evidently), model performance, alerting. Orchestration: Kubeflow, Vertex AI Pipelines.","System Design","medium","MLOps|pipeline|infrastructure","68"
"8b7733f64b","How would you deploy a machine learning model in production?","Key steps: (1) Model serialization (ONNX, TorchScript, SavedModel). (2) Serving: REST API (Flask/FastAPI), gRPC, or managed services (SageMaker, Vertex AI). (3) Containerization with Docker. (4) Orchestration with Kubernetes. (5) Monitoring: data drift, model performance, latency, errors. (6) CI/CD pipeline for model updates. (7) A/B testing for safe rollout. Consider: batch vs. real-time, latency requirements, scaling, versioning, rollback strategy.","System Design","easy","deployment|MLOps|production","58"
"917b0b8dd9","Explain interference in experiments and methods to handle it.","Interference (SUTVA violation) occurs when one unit's treatment affects another unit's outcome. Examples: social networks (treated user's activity affects friends), marketplaces (price changes affect competitors), shared resources. Detection: test for spillovers by comparing control units near/far from treated units. Solutions: (1) Cluster randomization (randomize connected groups). (2) Ego-cluster randomization. (3) Graph cluster randomization (partition social graph). (4) Two-stage randomization (randomize clusters, then individuals within). (5) Model interference explicitly. Ignoring interference biases treatment effect estimates.","A/B Testing","hard","interference|network effects|causal inference","74"
"ecc7c2fa1e","What is the bias-variance tradeoff?","The bias-variance tradeoff describes the tension between a model's ability to fit the training data (low bias) and its ability to generalize (low variance). Total error = Bias^2 + Variance + Irreducible noise. Simple models have high bias / low variance (underfitting); complex models have low bias / high variance (overfitting). The optimal model minimizes total error.","ML Theory","easy","model selection|generalization","57"
"9c4c0281ac","What is TF-IDF and when would you use it?","TF-IDF (Term Frequency - Inverse Document Frequency) weighs terms by how important they are to a document relative to a corpus. TF = count of term in doc / total terms in doc. IDF = log(total docs / docs containing term). TF-IDF = TF * IDF. High TF-IDF means the term is frequent in the document but rare overall. Use for: text classification, information retrieval, keyword extraction. Limitations: ignores word order and semantics.","NLP","easy","text representation|information retrieval","73"
"6606e69164","Describe the architecture and training of mixture-of-experts (MoE) language models.","MoE replaces dense feed-forward layers with multiple expert networks and a gating function that routes each token to top-k experts. Architecture: gate(x) selects k experts (typically k=1 or 2), output = sum of selected expert outputs weighted by gate values. Training: auxiliary load-balancing loss ensures experts are used evenly. Benefits: scale model parameters without proportional compute increase (only active experts are computed). Examples: Switch Transformer, GLaM, Mixtral. Challenges: communication costs, expert collapse, training instability.","NLP","hard","language models|architecture|scaling","74"
"cce7051d1e","How do you handle categorical variables?","Encoding methods: (1) One-hot: binary column per category (use for low cardinality). (2) Label/ordinal encoding: integer mapping (preserves order for ordinal features). (3) Target encoding: replace category with mean target value (regularize to avoid overfitting). (4) Frequency encoding: replace with category frequency. (5) Embedding: learned dense vectors (deep learning). (6) Binary encoding: binary representation of label encoding. Tree-based models handle ordinal encoding well; linear models typically need one-hot. Watch out for high cardinality and unseen categories.","Feature Engineering","easy","categorical encoding|data preprocessing","76"
"e0a72e1576","Explain the James-Stein estimator and why it is better than MLE for high-dimensional means.","The James-Stein estimator shrinks individual sample means toward the grand mean. When estimating p >= 3 means simultaneously, it dominates (lower total MSE than) the MLE under squared error loss -- Stein's paradox. Intuitively, borrowing strength across estimates reduces variance more than the bias it introduces. This is foundational for shrinkage estimators, empirical Bayes, and regularisation in ML.","Statistics","hard","estimation|shrinkage|high-dimensional statistics","58"
"3630c19fd9","Write a SQL query to find the second highest salary in each department.","Using window functions: WITH ranked AS (SELECT *, DENSE_RANK() OVER (PARTITION BY department ORDER BY salary DESC) as rnk FROM employees) SELECT department, employee_name, salary FROM ranked WHERE rnk = 2. Alternative using correlated subquery: SELECT e1.* FROM employees e1 WHERE 1 = (SELECT COUNT(DISTINCT salary) FROM employees e2 WHERE e2.department = e1.department AND e2.salary > e1.salary). DENSE_RANK handles ties correctly (vs. ROW_NUMBER which would be arbitrary).","SQL","medium","window functions|subqueries|ranking","67"
"5bb76227df","Explain variational autoencoders (VAEs).","VAEs are generative models that learn a latent representation by maximizing the evidence lower bound (ELBO) = E_q[log p(x|z)] - KL(q(z|x) || p(z)). The encoder q(z|x) maps inputs to a latent distribution (usually Gaussian), and the decoder p(x|z) reconstructs from samples. The KL term regularizes the latent space. The reparameterization trick (z = mu + sigma * epsilon, epsilon ~ N(0,1)) enables backpropagation through sampling. Used for generation, interpolation, and semi-supervised learning.","Deep Learning","medium","generative models|latent variables|variational inference","72"
"6f27734eee","Explain Python's memory management and garbage collection.","Python uses reference counting as the primary GC mechanism: each object tracks how many references point to it; when the count reaches 0, memory is freed. Cyclic references (A -> B -> A) cannot be freed by reference counting alone, so Python has a generational garbage collector that periodically detects and collects cycles. Three generations (0, 1, 2) with decreasing collection frequency. gc module allows manual control. For ML: use del and gc.collect() to free GPU memory; be cautious with circular references in data pipelines.","Python","medium","memory management|garbage collection|performance","85"
