job_id,company_id,company_name,posted_date,job_title,role_family,seniority,employment_type,remote_type,city,country,region,industry,company_size,funding_stage,company_type,salary_currency,salary_min_usd,salary_max_usd,salary_mid_usd,bonus_target_pct,equity_offered,experience_min_years,experience_max_years,education_required,visa_sponsorship,ai_focus_area,primary_skill_cluster,cloud_stack,llm_stack,required_skills,skills_count,applications_30d,days_open,is_filled,hiring_urgency,description
JOB001777,COMP0156,Orbit Compute,2025-12-17,BI Analyst,analytics,entry,contract,remote,"Toronto, ON",Canada,North America,cloud,enterprise,public,security,USD,93000,124000,104000,0.071,0,1,2,master,0,finance-reporting,analytics,GCP|BigQuery,,GCP|Looker|Power BI|SQL|Stakeholder Management|Tableau|Dashboarding|Excel,8,52,32,1,medium,"Join Orbit Compute as a entry BI Analyst working on finance reporting problems in cloud. You will partner with cross-functional teams to ship production work using GCP, Looker, Power BI."
JOB001778,COMP0131,Signal Academy,2025-03-23,Data Engineer,data-platform,senior,full_time,remote,"New York, NY",United States,North America,education,startup,series-b,edtech,USD,141000,190000,163000,0.07,1,5,8,master,0,batch-pipelines,data-platform,Azure|Databricks,,SQL|AWS|Data Modeling|Airflow|Azure|Spark|Snowflake|Databricks|Python,9,56,37,0,medium,"We are hiring a Data Engineer to help scale Signal Academy's batch pipelines roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across SQL, AWS, Data Modeling."
JOB001779,COMP0272,Prism Scholar 272,2025-03-30,AI Product Manager,product,mid,full_time,onsite,"Boston, MA",United States,North America,education,enterprise,subsidiary,learning-platform,USD,126000,169000,141000,0.126,0,2,6,master,0,evaluation,product,Azure|Databricks,Anthropic API|DSPy|pgvector,Stakeholder Management|Product Strategy|Prompt Engineering|Azure|DSPy|Experiment Design|Roadmapping|pgvector|SQL|Anthropic API|User Research,11,27,23,1,medium,"Prism Scholar 272 is looking for a mid AI Product Manager to improve evaluation outcomes for customers in education. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Stakeholder Management, Product Strategy, Prompt Engineering."
JOB001780,COMP0270,Helix Platform 270,2024-12-08,Data Analyst,analytics,mid,full_time,remote,"San Francisco, CA",United States,North America,software,enterprise,subsidiary,product,USD,158000,211000,182000,0.054,0,3,5,none,1,experimentation,analytics,GCP|BigQuery,,Python|A/B Testing|GCP|BigQuery|Excel|Statistics|Pandas|SQL,8,94,22,1,medium,"Helix Platform 270 is looking for a mid Data Analyst to improve experimentation outcomes for customers in software. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, A/B Testing, GCP."
JOB001781,COMP0036,Vector Scholar,2026-03-28,Data Analyst,analytics,entry,full_time,onsite,"Sydney, Australia",Australia,APAC,education,startup,series-b,edtech,USD,55000,73000,64000,0.068,1,1,2,master,0,dashboards,analytics,AWS|Snowflake,,Looker|A/B Testing|Snowflake|SQL|Python|AWS|Tableau,7,41,39,0,medium,"Vector Scholar is looking for a entry Data Analyst to improve dashboards outcomes for customers in education. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Looker, A/B Testing, Snowflake."
JOB001782,COMP0030,Helix Platform,2024-08-05,LLM Engineer,genai-apps,senior,full_time,hybrid,"Seattle, WA",United States,North America,software,small,series-c,product,USD,217000,277000,245000,0.076,0,5,8,master,0,evaluation,llm,Azure,OpenAI API|LangChain|Pinecone,Prompt Engineering|Pinecone|Azure|FastAPI|Guardrails|OpenAI API|Synthetic Data|Transformers|LangChain|Python,10,51,39,0,medium,"Join Helix Platform as a senior LLM Engineer working on evaluation problems in software. You will partner with cross-functional teams to ship production work using Prompt Engineering, Pinecone, Azure."
JOB001783,COMP0237,Foundry Bio,2024-07-15,Data Scientist,modeling,mid,full_time,hybrid,"New York, NY",United States,North America,healthcare,startup,series-a,provider,USD,133000,177000,150000,0.088,1,2,6,phd,0,forecasting,ml,GCP,,SQL|Python|GCP|Pandas|A/B Testing|Experiment Design|Feature Engineering,7,49,40,0,medium,"We are hiring a Data Scientist to help scale Foundry Bio's forecasting roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across SQL, Python, GCP."
JOB001784,COMP0250,Vertex Factory,2024-07-14,Data Analyst,analytics,entry,full_time,hybrid,"Zurich, Switzerland",Switzerland,Europe,manufacturing,startup,series-b,industrial,USD,69000,90000,79000,0.073,0,0,3,master,0,insights,analytics,Azure,,Azure|Pandas|Excel|SQL|Looker|Python|Statistics,7,47,35,1,medium,"Join Vertex Factory as a entry Data Analyst working on insights problems in manufacturing. You will partner with cross-functional teams to ship production work using Azure, Pandas, Excel."
JOB001785,COMP0264,Meridian Marketplace,2025-09-25,Research Scientist,research,mid,full_time,onsite,"Berlin, Germany",Germany,Europe,retail,small,series-c,marketplace,USD,103000,131000,118000,0.11,1,3,6,master,0,rl,research,Azure|Databricks,OpenAI API|vLLM|LLM Evaluation,Azure|Research Methods|Experiment Tracking|Distributed Training|LLM Evaluation|Transformers|Databricks|PyTorch|Statistics|Python,10,64,37,0,medium,"Join Meridian Marketplace as a mid Research Scientist working on rl problems in retail. You will partner with cross-functional teams to ship production work using Azure, Research Methods, Experiment Tracking."
JOB001786,COMP0110,Helix Investments,2026-03-14,Data Scientist,modeling,mid,full_time,hybrid,"New York, NY",United States,North America,finance,large,late-stage,asset-manager,USD,183000,246000,211000,0.131,0,2,6,bachelor,0,classification,ml,GCP|BigQuery,,SQL|GCP|Feature Engineering|Pandas|Python|BigQuery|Statistics|scikit-learn|Jupyter,9,49,34,1,medium,"Join Helix Investments as a mid Data Scientist working on classification problems in finance. You will partner with cross-functional teams to ship production work using SQL, GCP, Feature Engineering."
JOB001787,COMP0052,Vector Retail,2024-10-26,MLOps Engineer,ml-operations,entry,full_time,onsite,"Austin, TX",United States,North America,retail,medium,series-d,marketplace,USD,82000,115000,99000,0.084,0,0,2,master,1,feature-stores,mlops,Azure|Databricks,,Docker|GCP|Python|CI/CD|Kubernetes|AWS|MLflow|Model Monitoring|Prometheus|Azure|Terraform|Feature Store,12,48,43,0,low,"We are hiring a MLOps Engineer to help scale Vector Retail's feature stores roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Docker, GCP, Python."
JOB001788,COMP0225,Apex Cloud 225,2026-02-05,AI Product Manager,product,entry,full_time,remote,"San Francisco, CA",United States,North America,software,enterprise,public,developer-tools,USD,129000,185000,153000,0.113,0,1,3,bachelor,0,workflow-automation,product,Azure,,Stakeholder Management|Azure|Prompt Engineering|Roadmapping|Experiment Design|User Research|Product Strategy,7,81,20,1,medium,"Join Apex Cloud 225 as a entry AI Product Manager working on workflow automation problems in software. You will partner with cross-functional teams to ship production work using Stakeholder Management, Azure, Prompt Engineering."
JOB001789,COMP0236,Orbit Commerce,2024-11-30,Data Engineer,data-platform,mid,full_time,onsite,"London, UK",United Kingdom,Europe,retail,enterprise,public,marketplace,USD,117000,157000,136000,0.084,0,3,5,master,0,batch-pipelines,data-platform,Azure,,Kafka|Spark|Databricks|Azure|SQL|GCP|AWS|Airflow|Python,9,31,22,1,medium,"Join Orbit Commerce as a mid Data Engineer working on batch pipelines problems in retail. You will partner with cross-functional teams to ship production work using Kafka, Spark, Databricks."
JOB001790,COMP0070,Atlas Investments,2025-08-06,BI Analyst,analytics,mid,full_time,hybrid,"Bangalore, India",India,APAC,finance,large,late-stage,bank,USD,63000,81000,70000,0.087,0,2,5,bachelor,0,kpis,analytics,Azure|Databricks,,Azure|Power BI|Looker|Databricks|SQL|Tableau,6,73,25,1,medium,"Atlas Investments is looking for a mid BI Analyst to improve kpis outcomes for customers in finance. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Azure, Power BI, Looker."
JOB001791,COMP0020,Vector Policy,2024-02-18,Analytics Engineer,analytics,principal,full_time,hybrid,"Austin, TX",United States,North America,public-sector,medium,series-c,public-sector,USD,184000,227000,205000,0.098,0,11,16,none,0,elt,analytics,Azure,,Metrics Layer|SQL|Snowflake|dbt|Python|Azure,6,42,32,1,medium,"Join Vector Policy as a principal Analytics Engineer working on elt problems in public-sector. You will partner with cross-functional teams to ship production work using Metrics Layer, SQL, Snowflake."
JOB001792,COMP0203,Pioneer Ops,2025-05-16,ML Engineer,ml-engineering,mid,full_time,remote,"San Francisco, CA",United States,North America,cloud,medium,late-stage,cloud-platform,USD,164000,238000,198000,0.094,0,2,6,bachelor,0,recommenders,ml-engineering,Azure|Databricks,,Python|PyTorch|Kubernetes|MLflow|CI/CD|TensorFlow|Feature Store|Airflow|Azure|Spark,10,67,26,1,medium,"Join Pioneer Ops as a mid ML Engineer working on recommenders problems in cloud. You will partner with cross-functional teams to ship production work using Python, PyTorch, Kubernetes."
JOB001793,COMP0125,Foundry Civic 125,2025-09-03,Data Engineer,data-platform,mid,full_time,hybrid,"New York, NY",United States,North America,public-sector,enterprise,subsidiary,research-consortium,USD,128000,175000,149000,0.085,0,2,5,bachelor,1,streaming,data-platform,Azure,,Python|AWS|BigQuery|Data Modeling|Airflow|Snowflake|Spark|SQL|GCP,9,63,14,1,high,"Foundry Civic 125 is looking for a mid Data Engineer to improve streaming outcomes for customers in public-sector. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, AWS, BigQuery."
JOB001794,COMP0188,Orbit Scholar,2025-06-16,Analytics Engineer,analytics,mid,full_time,remote,"London, UK",United Kingdom,Europe,education,small,series-c,edtech,USD,107000,143000,123000,0.084,0,2,6,none,0,experimentation,analytics,Azure|Databricks,,SQL|Metrics Layer|Databricks|Data Modeling|Git|BigQuery|dbt|Azure|Snowflake,9,68,30,1,medium,"Join Orbit Scholar as a mid Analytics Engineer working on experimentation problems in education. You will partner with cross-functional teams to ship production work using SQL, Metrics Layer, Databricks."
JOB001795,COMP0226,Northstar Works,2024-10-28,LLM Engineer,genai-apps,entry,full_time,remote,"Boston, MA",United States,North America,software,small,series-b,developer-tools,USD,117000,154000,136000,0.101,0,1,2,bachelor,0,agents,llm,GCP|BigQuery,OpenAI API|vLLM|LLM Evaluation,Python|Prompt Engineering|LLM Evaluation|BigQuery|Transformers|Vector Databases|Fine-Tuning|vLLM,8,41,44,1,low,"Join Northstar Works as a entry LLM Engineer working on agents problems in software. You will partner with cross-functional teams to ship production work using Python, Prompt Engineering, LLM Evaluation."
JOB001796,COMP0095,Summit Security,2025-12-17,Data Engineer,data-platform,entry,full_time,hybrid,"Seattle, WA",United States,North America,cloud,startup,seed,cloud-platform,USD,86000,113000,102000,0.094,1,1,2,bachelor,0,warehousing,data-platform,AWS,,SQL|AWS|Databricks|Spark|Python|Data Modeling|GCP,7,27,33,1,medium,"Join Summit Security as a entry Data Engineer working on warehousing problems in cloud. You will partner with cross-functional teams to ship production work using SQL, AWS, Databricks."
JOB001797,COMP0010,Vertex Partners,2026-03-22,Data Scientist,modeling,entry,full_time,hybrid,"New York, NY",United States,North America,consulting,medium,series-d,advisory,USD,97000,132000,111000,0.104,1,0,3,bachelor,0,experimentation,ml,GCP|BigQuery,,Python|Statistics|GCP|Experiment Design|scikit-learn|Feature Engineering|SQL|A/B Testing|Pandas|Jupyter,10,63,34,1,medium,"Join Vertex Partners as a entry Data Scientist working on experimentation problems in consulting. You will partner with cross-functional teams to ship production work using Python, Statistics, GCP."
JOB001798,COMP0069,Nimbus Civic,2025-04-30,ML Engineer,ml-engineering,principal,full_time,hybrid,"Seattle, WA",United States,North America,public-sector,small,series-c,research-consortium,USD,218000,297000,255000,0.114,1,10,16,bachelor,0,serving,ml-engineering,AWS,,CI/CD|Python|Kubernetes|Feature Store|PyTorch|TensorFlow|Azure|AWS|GCP|MLflow,10,23,47,0,low,"Join Nimbus Civic as a principal ML Engineer working on serving problems in public-sector. You will partner with cross-functional teams to ship production work using CI/CD, Python, Kubernetes."
JOB001799,COMP0023,Cobalt Consulting,2025-08-10,Analytics Engineer,analytics,staff,full_time,remote,"Bangalore, India",India,APAC,consulting,medium,series-d,consulting,USD,82000,115000,96000,0.111,1,9,11,none,0,metrics,analytics,AWS,,Data Modeling|Git|Metrics Layer|Looker|AWS|BigQuery|Python|Snowflake|SQL|dbt,10,41,20,1,medium,"Cobalt Consulting is looking for a staff Analytics Engineer to improve metrics outcomes for customers in consulting. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Data Modeling, Git, Metrics Layer."
JOB001800,COMP0024,Meridian Solutions,2025-11-02,BI Analyst,analytics,mid,contract,remote,"Seattle, WA",United States,North America,consulting,enterprise,subsidiary,advisory,USD,129000,175000,156000,0.064,0,3,5,bachelor,0,ops,analytics,Azure|Databricks,,Dashboarding|Azure|Tableau|Power BI|Looker|Excel|SQL|Stakeholder Management,8,53,31,1,medium,"We are hiring a BI Analyst to help scale Meridian Solutions's ops roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Dashboarding, Azure, Tableau."
JOB001801,COMP0204,Orbit Platform,2024-10-22,MLOps Engineer,ml-operations,staff,contract,hybrid,"San Francisco, CA",United States,North America,software,enterprise,public,product,USD,263000,339000,304000,0.105,0,9,11,master,1,governance,mlops,Azure,,Python|MLflow|CI/CD|Azure|Feature Store|GCP|Model Monitoring|Prometheus|Kubernetes|Docker|Terraform,11,30,47,1,low,"Join Orbit Platform as a staff MLOps Engineer working on governance problems in software. You will partner with cross-functional teams to ship production work using Python, MLflow, CI/CD."
JOB001802,COMP0068,Vector Policy 68,2026-01-25,Analytics Engineer,analytics,staff,full_time,remote,"London, UK",United Kingdom,Europe,public-sector,startup,series-b,public-sector,USD,143000,188000,165000,0.114,0,9,11,none,0,experimentation,analytics,GCP|BigQuery,,dbt|Data Modeling|Snowflake|BigQuery|Python|SQL|Looker|GCP|Metrics Layer,9,44,35,1,medium,"We are hiring a Analytics Engineer to help scale Vector Policy 68's experimentation roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across dbt, Data Modeling, Snowflake."
JOB001803,COMP0273,Apex Finance,2024-11-05,Research Scientist,research,mid,full_time,onsite,"Hyderabad, India",India,APAC,finance,large,public,bank,USD,63000,79000,72000,0.138,0,2,5,master,0,nlp,research,Azure|Databricks,OpenAI API|vLLM|LLM Evaluation,PyTorch|Databricks|Experiment Tracking|vLLM|LLM Evaluation|Azure|Transformers|Python|OpenAI API|Research Methods|Deep Learning|Statistics,12,44,55,1,low,"Join Apex Finance as a mid Research Scientist working on nlp problems in finance. You will partner with cross-functional teams to ship production work using PyTorch, Databricks, Experiment Tracking."
JOB001804,COMP0220,Orbit Investments,2025-11-11,Analytics Engineer,analytics,senior,full_time,remote,"New York, NY",United States,North America,finance,large,public,fintech,USD,204000,285000,235000,0.095,0,6,9,bachelor,0,elt,analytics,AWS|Snowflake,,SQL|dbt|Snowflake|Metrics Layer|Git|BigQuery|Data Modeling|Looker,8,45,46,0,low,"Join Orbit Investments as a senior Analytics Engineer working on elt problems in finance. You will partner with cross-functional teams to ship production work using SQL, dbt, Snowflake."
JOB001805,COMP0057,Beacon Industrial,2024-05-12,AI Engineer,genai-apps,staff,full_time,hybrid,"Melbourne, Australia",Australia,APAC,manufacturing,medium,series-c,automation,USD,169000,235000,200000,0.103,0,8,11,master,0,rag,llm,GCP|BigQuery,OpenAI API|LangChain|Pinecone,Python|FastAPI|LangChain|OpenAI API|API Design|LLM Evaluation|GCP|Docker|BigQuery|Prompt Engineering,10,24,53,1,low,"Join Beacon Industrial as a staff AI Engineer working on rag problems in manufacturing. You will partner with cross-functional teams to ship production work using Python, FastAPI, LangChain."
JOB001806,COMP0178,Northstar Content,2024-11-23,Data Scientist,modeling,senior,contract,remote,"Paris, France",France,Europe,media,enterprise,subsidiary,adtech,USD,125000,163000,147000,0.089,1,5,9,phd,0,classification,ml,AWS,,Python|Statistics|Feature Engineering|XGBoost|SQL|AWS|Jupyter,7,60,26,1,medium,"We are hiring a Data Scientist to help scale Northstar Content's classification roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Python, Statistics, Feature Engineering."
JOB001807,COMP0127,Summit Streaming,2025-06-27,BI Analyst,analytics,mid,full_time,hybrid,"Seattle, WA",United States,North America,media,medium,series-c,streaming,USD,98000,135000,111000,0.068,0,2,5,none,0,finance-reporting,analytics,GCP|BigQuery,,GCP|Power BI|SQL|Stakeholder Management|Tableau|BigQuery|Looker|Excel,8,42,15,1,high,"We are hiring a BI Analyst to help scale Summit Streaming's finance reporting roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across GCP, Power BI, SQL."
JOB001808,COMP0021,Nimbus Learning,2025-06-23,Data Scientist,modeling,mid,full_time,remote,"Bangalore, India",India,APAC,education,small,series-a,edtech,USD,53000,75000,63000,0.093,1,2,5,bachelor,0,recommendation,ml,AWS,,SQL|A/B Testing|scikit-learn|Python|Jupyter|Feature Engineering|Experiment Design,7,59,22,1,medium,"We are hiring a Data Scientist to help scale Nimbus Learning's recommendation roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across SQL, A/B Testing, scikit-learn."
JOB001809,COMP0065,Apex Advisory,2026-01-10,Data Engineer,data-platform,principal,full_time,hybrid,"San Francisco, CA",United States,North America,consulting,small,series-a,consulting,USD,229000,323000,277000,0.096,1,11,15,master,0,governance,data-platform,GCP,,SQL|GCP|AWS|Python|Kafka|Spark|Databricks,7,22,48,1,low,"Apex Advisory is looking for a principal Data Engineer to improve governance outcomes for customers in consulting. You will own high-impact projects spanning experimentation, delivery, and operational excellence with SQL, GCP, AWS."
JOB001810,COMP0011,Pioneer Commerce,2026-03-20,Research Scientist,research,staff,full_time,hybrid,"New York, NY",United States,North America,retail,small,series-c,marketplace,USD,203000,280000,240000,0.126,0,8,12,master,0,evaluation,research,Azure,Gemini API|RAG|Weaviate,Python|Transformers|Scientific Writing|Statistics|Gemini API|PyTorch|Experiment Tracking,7,39,50,0,low,"Join Pioneer Commerce as a staff Research Scientist working on evaluation problems in retail. You will partner with cross-functional teams to ship production work using Python, Transformers, Scientific Writing."
JOB001811,COMP0136,Meridian Works 136,2024-05-09,Data Engineer,data-platform,entry,full_time,hybrid,"Boston, MA",United States,North America,software,large,late-stage,developer-tools,USD,101000,138000,114000,0.086,1,1,2,bachelor,1,warehousing,data-platform,GCP|BigQuery,,Python|BigQuery|SQL|Databricks|Data Modeling|Spark|AWS|Azure|dbt|Kafka,10,53,35,1,medium,"We are hiring a Data Engineer to help scale Meridian Works 136's warehousing roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Python, BigQuery, SQL."
JOB001812,COMP0166,Atlas Health,2024-11-19,ML Engineer,ml-engineering,mid,full_time,hybrid,"Dublin, Ireland",Ireland,Europe,healthcare,small,series-c,provider,USD,118000,159000,132000,0.109,0,2,6,master,1,recommenders,ml-engineering,AWS|Snowflake,,Python|PyTorch|Azure|Docker|Airflow|GCP|Spark|Feature Store,8,59,31,1,medium,"We are hiring a ML Engineer to help scale Atlas Health's recommenders roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Python, PyTorch, Azure."
JOB001813,COMP0027,Pioneer GovTech,2025-01-30,Data Engineer,data-platform,senior,full_time,hybrid,"Seattle, WA",United States,North America,public-sector,medium,series-d,public-sector,USD,165000,228000,191000,0.071,0,6,8,master,0,elt,data-platform,AWS|Snowflake,,AWS|Airflow|BigQuery|Spark|dbt|Snowflake|Python|SQL|Kafka|Databricks|Data Modeling,11,49,31,1,medium,"Pioneer GovTech is looking for a senior Data Engineer to improve elt outcomes for customers in public-sector. You will own high-impact projects spanning experimentation, delivery, and operational excellence with AWS, Airflow, BigQuery."
JOB001814,COMP0122,Vertex Systems,2025-04-20,Data Scientist,modeling,staff,full_time,remote,"Bangalore, India",India,APAC,software,enterprise,public,platform,USD,108000,136000,121000,0.126,1,9,11,bachelor,0,classification,ml,GCP|BigQuery,,scikit-learn|Feature Engineering|Pandas|Jupyter|Python|A/B Testing|Statistics|SQL|Experiment Design|XGBoost|GCP,11,53,50,1,low,"Join Vertex Systems as a staff Data Scientist working on classification problems in software. You will partner with cross-functional teams to ship production work using scikit-learn, Feature Engineering, Pandas."
JOB001815,COMP0248,Meridian Care,2025-05-25,Data Scientist,modeling,mid,full_time,hybrid,"London, UK",United Kingdom,Europe,healthcare,small,series-a,healthtech,USD,125000,174000,146000,0.097,0,3,6,master,1,pricing,ml,GCP|BigQuery,,Python|SQL|scikit-learn|Feature Engineering|Jupyter|Statistics|Pandas|GCP,8,54,24,1,medium,"We are hiring a Data Scientist to help scale Meridian Care's pricing roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Python, SQL, scikit-learn."
JOB001816,COMP0251,Pioneer Automation 251,2026-01-24,LLM Engineer,genai-apps,entry,full_time,hybrid,"New York, NY",United States,North America,manufacturing,small,series-b,industrial,USD,120000,166000,141000,0.096,0,1,3,master,0,guardrails,llm,AWS|Snowflake,Anthropic API|DSPy|pgvector,Python|LLM Evaluation|Anthropic API|pgvector|DSPy|Prompt Engineering|FastAPI|Vector Databases|Synthetic Data,9,46,30,1,medium,"Pioneer Automation 251 is looking for a entry LLM Engineer to improve guardrails outcomes for customers in manufacturing. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, LLM Evaluation, Anthropic API."
JOB001817,COMP0172,Orbit Solutions 172,2025-11-15,Analytics Engineer,analytics,mid,contract,hybrid,"San Francisco, CA",United States,North America,consulting,large,subsidiary,services,USD,167000,213000,189000,0.083,0,2,6,none,1,experimentation,analytics,AWS|Snowflake,,dbt|Snowflake|BigQuery|SQL|AWS|Looker|Data Modeling,7,19,27,1,medium,"Join Orbit Solutions 172 as a mid Analytics Engineer working on experimentation problems in consulting. You will partner with cross-functional teams to ship production work using dbt, Snowflake, BigQuery."
JOB001818,COMP0100,Vector Scholar 100,2024-01-05,ML Engineer,ml-engineering,entry,contract,hybrid,"Bangalore, India",India,APAC,education,enterprise,subsidiary,edtech,USD,40000,54000,48000,0.105,1,1,2,bachelor,0,recommenders,ml-engineering,GCP|BigQuery,,Python|PyTorch|Airflow|Feature Store|TensorFlow|GCP|Kubernetes|Spark|MLflow,9,35,23,1,medium,"We are hiring a ML Engineer to help scale Vector Scholar 100's recommenders roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Python, PyTorch, Airflow."
JOB001819,COMP0268,Orbit Works 268,2025-04-30,LLM Engineer,genai-apps,senior,full_time,onsite,"Amsterdam, Netherlands",Netherlands,Europe,software,medium,late-stage,product,USD,173000,231000,207000,0.092,0,5,9,master,0,agents,llm,GCP,Gemini API|RAG|Weaviate,Prompt Engineering|LLM Evaluation|Python|Fine-Tuning|Gemini API|Guardrails|RAG,7,55,34,1,medium,"Orbit Works 268 is looking for a senior LLM Engineer to improve agents outcomes for customers in software. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Prompt Engineering, LLM Evaluation, Python."
JOB001820,COMP0080,Prism Scholar,2025-08-12,Data Engineer,data-platform,mid,full_time,hybrid,"New York, NY",United States,North America,education,startup,seed,learning-platform,USD,108000,144000,125000,0.068,1,3,6,master,0,governance,data-platform,GCP|BigQuery,,Python|SQL|Snowflake|Databricks|dbt|Spark|Kafka|Data Modeling|Azure,9,27,43,1,low,"Prism Scholar is looking for a mid Data Engineer to improve governance outcomes for customers in education. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, SQL, Snowflake."
JOB001821,COMP0158,Helix Partners,2025-04-27,ML Engineer,ml-engineering,senior,full_time,hybrid,"New York, NY",United States,North America,consulting,medium,late-stage,services,USD,154000,207000,181000,0.102,0,6,9,master,0,recommenders,ml-engineering,GCP|BigQuery,,PyTorch|Docker|Spark|Kubernetes|TensorFlow|Python|Feature Store|AWS,8,61,14,1,high,"Helix Partners is looking for a senior ML Engineer to improve recommenders outcomes for customers in consulting. You will own high-impact projects spanning experimentation, delivery, and operational excellence with PyTorch, Docker, Spark."
JOB001822,COMP0049,Apex Learning,2024-06-26,Data Analyst,analytics,senior,full_time,remote,"Amsterdam, Netherlands",Netherlands,Europe,education,small,series-b,learning-platform,USD,100000,144000,122000,0.059,1,5,8,bachelor,1,experimentation,analytics,GCP,,Statistics|Pandas|Python|Excel|A/B Testing|SQL|Looker|Tableau|GCP,9,55,42,1,low,"Join Apex Learning as a senior Data Analyst working on experimentation problems in education. You will partner with cross-functional teams to ship production work using Statistics, Pandas, Python."
JOB001823,COMP0124,Orbit Works,2025-02-20,LLM Engineer,genai-apps,entry,full_time,remote,"Bangalore, India",India,APAC,software,startup,series-a,product,USD,48000,65000,54000,0.086,1,1,2,master,0,fine-tuning,llm,AWS,Anthropic API|DSPy|pgvector,Prompt Engineering|Python|Anthropic API|Vector Databases|pgvector|Transformers|Fine-Tuning|FastAPI|Synthetic Data|Guardrails,10,50,27,1,medium,"Orbit Works is looking for a entry LLM Engineer to improve fine tuning outcomes for customers in software. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Prompt Engineering, Python, Anthropic API."
JOB001824,COMP0218,Vertex Care,2025-03-17,ML Engineer,ml-engineering,senior,full_time,hybrid,"Amsterdam, Netherlands",Netherlands,Europe,healthcare,small,series-b,provider,USD,138000,179000,156000,0.117,1,6,8,bachelor,0,feature-stores,ml-engineering,Azure,,AWS|Airflow|MLflow|CI/CD|Azure|TensorFlow|Python|Docker|PyTorch,9,27,28,1,medium,"We are hiring a ML Engineer to help scale Vertex Care's feature stores roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across AWS, Airflow, MLflow."
JOB001825,COMP0165,Nimbus Security,2024-08-09,AI Product Manager,product,mid,full_time,remote,"Seattle, WA",United States,North America,cloud,large,subsidiary,cloud-platform,USD,158000,199000,179000,0.12,0,2,6,master,0,copilots,product,AWS,,Product Strategy|Experiment Design|Prompt Engineering|User Research|Roadmapping|AWS|SQL|Stakeholder Management|Analytics,9,68,25,0,medium,"Join Nimbus Security as a mid AI Product Manager working on copilots problems in cloud. You will partner with cross-functional teams to ship production work using Product Strategy, Experiment Design, Prompt Engineering."
JOB001826,COMP0015,Summit Investments,2025-11-05,Data Analyst,analytics,mid,full_time,hybrid,"Sydney, Australia",Australia,APAC,finance,medium,series-c,fintech,USD,116000,157000,137000,0.085,0,3,5,none,0,reporting,analytics,GCP,,Looker|Excel|GCP|Python|SQL|Statistics,6,21,28,0,medium,"Join Summit Investments as a mid Data Analyst working on reporting problems in finance. You will partner with cross-functional teams to ship production work using Looker, Excel, GCP."
JOB001827,COMP0162,Northstar Infra,2024-12-28,AI Engineer,genai-apps,staff,contract,hybrid,"Seattle, WA",United States,North America,cloud,small,series-c,security,USD,244000,312000,279000,0.107,0,8,12,bachelor,0,knowledge-search,llm,AWS,Anthropic API|DSPy|pgvector,FastAPI|AWS|LangChain|DSPy|Vector Databases|Python|Structured Outputs,7,39,33,1,medium,"We are hiring a AI Engineer to help scale Northstar Infra's knowledge search roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across FastAPI, AWS, LangChain."
JOB001828,COMP0127,Summit Streaming,2025-07-30,LLM Engineer,genai-apps,entry,full_time,hybrid,"Seattle, WA",United States,North America,media,medium,series-c,streaming,USD,109000,148000,123000,0.087,0,0,2,bachelor,0,guardrails,llm,Azure,OpenAI API|LangChain|Pinecone,FastAPI|Prompt Engineering|Pinecone|OpenAI API|RAG|LangChain|LLM Evaluation|Python|Transformers|Azure|Guardrails,11,44,43,1,low,"Join Summit Streaming as a entry LLM Engineer working on guardrails problems in media. You will partner with cross-functional teams to ship production work using FastAPI, Prompt Engineering, Pinecone."
